shot,status,reason,n_samples,n_windows,duration_ms,k_in_mean,k_in_std,k_in_max,k_in_min,n_events,event_severity_max,B_mean,S_mean,R_mean,D_mean,I_mean
2004_8th_SXmp_Shot056100-056199_SXmp056121-001,ok,1ch_raw,385412,385,385.412,0.110573,0.0,0.110573,0.110573,9,19850.313298972764,0.999924,0.01,0.999257,0.001728,0.523143
2004_8th_SXmp_Shot056100-056199_SXmp056143-001,ok,1ch_raw,322178,322,322.178,0.128424,0.0,0.128424,0.128424,3,19910.68587789984,0.999954,0.01,0.999155,0.003659,0.524242
2004_8th_SXmp_Shot056100-056199_SXmp056177-001,ok,1ch_raw,323193,323,323.193,0.125448,0.0,0.125448,0.125448,6,19733.255743903588,0.999924,0.01,0.99922,0.003255,0.524287
2004_8th_SXmp_Shot056100-056199_SXmp056192-001,ok,1ch_raw,339478,339,339.478,0.131467,0.0,0.131467,0.131467,6,19840.73077784939,0.999985,0.01,0.998941,0.004115,0.524468
2004_8th_SXmp_Shot056200-056299_SXmp056206-001,ok,1ch_raw,362718,362,362.718,0.136307,0.0,0.136307,0.136307,5,19923.419321282152,0.999939,0.01,0.999293,0.004927,0.523915
2004_8th_SXmp_Shot056200-056299_SXmp056212-019,ok,1ch_raw,320292,320,320.292,0.113685,0.0,0.113685,0.113685,8,19759.597034847622,0.999924,0.01,0.997677,0.001983,0.523264
2005_9th_Bolometer_Shot056200-056299_Bolometer056225-001,ok,1ch_raw,740690,740,740.69,0.10399,0.0,0.10399,0.10399,14,19814.815800785003,1.0,0.01,0.996693,0.00127,0.524059
2005_9th_Bolometer_Shot056200-056299_Bolometer056279-001,ok,1ch_raw,905157,905,905.157,0.132709,0.0,0.132709,0.132709,8,20131.918249587543,0.999985,0.01,0.997418,0.004293,0.522829
2005_9th_Bolometer_Shot056200-056299_Bolometer056286-001,ok,1ch_raw,749857,749,749.857,0.110172,0.0,0.110172,0.110172,14,19862.157445411587,1.0,0.01,0.995968,0.001692,0.523396
2005_9th_Bolometer_Shot056300-056399_Bolometer056301-001,ok,1ch_raw,769690,769,769.69,0.123179,0.0,0.123179,0.123179,10,20059.33735696648,0.999985,0.01,0.9969,0.002958,0.523202
2005_9th_Bolometer_Shot056300-056399_Bolometer056346-001,ok,1ch_raw,761681,761,761.681,0.123505,0.0,0.123505,0.123505,11,19858.807332463348,1.0,0.01,0.996417,0.002995,0.522936
2005_9th_Bolometer_Shot056300-056399_Bolometer056373-001,ok,1ch_raw,761836,761,761.836,0.102326,0.0,0.102326,0.102326,12,19913.845456967872,0.999985,0.01,0.995594,0.001171,0.524159
2005_9th_Bolometer_Shot056300-056399_Bolometer056374-001,ok,1ch_raw,766031,766,766.031,0.107752,0.0,0.107752,0.107752,11,19929.400564567288,0.999985,0.01,0.995761,0.001516,0.523911
2005_9th_Bolometer_Shot056400-056499_Bolometer056414-001,ok,1ch_raw,806675,806,806.675,0.085432,0.0,0.085432,0.085432,14,19991.795758214193,0.999985,0.01,0.996376,0.000475,0.523527
2005_9th_Bolometer_Shot056400-056499_Bolometer056436-001,ok,1ch_raw,803165,803,803.165,0.075765,0.0,0.075765,0.075765,12,19977.827870906887,0.999985,0.01,0.995042,0.00026,0.523745
2005_9th_Bolometer_Shot056400-056499_Bolometer056447-001,ok,1ch_raw,784827,784,784.827,0.083505,0.0,0.083505,0.083505,11,19960.57501281902,1.0,0.01,0.995543,0.000423,0.523232
2005_9th_Bolometer_Shot056400-056499_Bolometer056453-001,ok,1ch_raw,789127,789,789.127,0.106795,0.0,0.106795,0.106795,8,19862.84836395322,0.999969,0.01,0.996713,0.001448,0.523041
2005_9th_Bolometer_Shot056400-056499_Bolometer056492-001,ok,1ch_raw,778983,778,778.983,0.089747,0.0,0.089747,0.089747,11,20099.195853742505,1.0,0.01,0.995651,0.000607,0.523709
2005_9th_Bolometer_Shot056500-056599_Bolometer056548-001,ok,1ch_raw,797490,797,797.49,0.093325,0.0,0.093325,0.093325,12,19881.78971784962,0.999985,0.01,0.996767,0.000739,0.52331
2005_9th_Bolometer_Shot056500-056599_Bolometer056565-001,ok,1ch_raw,804782,804,804.782,0.098368,0.0,0.098368,0.098368,10,19881.506388930895,0.999985,0.01,0.996638,0.000961,0.523177
2005_9th_Bolometer_Shot056500-056599_Bolometer056570-001,ok,1ch_raw,798838,798,798.838,0.085807,0.0,0.085807,0.085807,14,19909.331400649193,1.0,0.01,0.996746,0.000486,0.523751
2005_9th_Bolometer_Shot056500-056599_Bolometer056583-001,ok,1ch_raw,768457,768,768.457,0.068262,0.0,0.068262,0.068262,13,20027.199102042974,0.999969,0.01,0.99711,0.000155,0.523895
2005_9th_Bolometer_Shot056600-056699_Bolometer056651-001,ok,1ch_raw,764949,764,764.949,0.082064,0.0,0.082064,0.082064,12,19843.195611431544,0.999985,0.01,0.995649,0.000388,0.523869
2005_9th_Bolometer_Shot056700-056799_Bolometer056708-001,ok,1ch_raw,724395,724,724.395,0.10313,0.0,0.10313,0.10313,14,20031.107405242252,0.999985,0.01,0.995568,0.001218,0.524144
2005_9th_Bolometer_Shot056800-056899_Bolometer056806-001,ok,1ch_raw,761363,761,761.363,0.104131,0.0,0.104131,0.104131,21,19965.62902605052,0.999985,0.01,0.996539,0.001277,0.52318
2005_9th_Bolometer_Shot056800-056899_Bolometer056855-001,ok,1ch_raw,748041,748,748.041,0.096899,0.0,0.096899,0.096899,13,20199.566452373947,0.999985,0.01,0.995568,0.000892,0.524211
2005_9th_Bolometer_Shot056800-056899_Bolometer056897-001,ok,1ch_raw,784611,784,784.611,0.108111,0.0,0.108111,0.108111,14,19864.5418890321,0.999985,0.01,0.996323,0.001541,0.523591
2005_9th_Bolometer_Shot056800-056899_Bolometer056899-001,ok,1ch_raw,775713,775,775.713,0.090734,0.0,0.090734,0.090734,7,19863.215282879053,0.999985,0.01,0.996527,0.000642,0.523779
2005_9th_Bolometer_Shot056900-056999_Bolometer056900-001,ok,1ch_raw,773426,773,773.426,0.121132,0.0,0.121132,0.121132,9,19964.688513118756,0.999969,0.01,0.995987,0.002722,0.523917
2005_9th_Bolometer_Shot056900-056999_Bolometer056907-001,ok,1ch_raw,880712,880,880.712,0.102987,0.0,0.102987,0.102987,13,20076.59984022703,0.999985,0.01,0.997191,0.001208,0.522858
2005_9th_Bolometer_Shot056900-056999_Bolometer056914-001,ok,1ch_raw,789873,789,789.873,0.091865,0.0,0.091865,0.091865,13,19930.029077426956,0.999969,0.01,0.996769,0.000682,0.523197
2005_9th_Bolometer_Shot056900-056999_Bolometer056938-001,ok,1ch_raw,802936,802,802.936,0.109725,0.0,0.109725,0.109725,12,19944.645820016733,0.999985,0.01,0.996563,0.001659,0.523302
2005_9th_Bolometer_Shot056900-056999_Bolometer056974-001,ok,1ch_raw,778630,778,778.63,0.106539,0.0,0.106539,0.106539,14,19913.84245589143,0.999969,0.01,0.996047,0.001432,0.523721
2005_9th_Bolometer_Shot057000-057099_Bolometer057014-001,ok,1ch_raw,802552,802,802.552,0.124595,0.0,0.124595,0.124595,7,19956.865793044657,0.999985,0.01,0.995639,0.003129,0.523283
2005_9th_Bolometer_Shot057000-057099_Bolometer057072-001,ok,1ch_raw,772054,772,772.054,0.121897,0.0,0.121897,0.121897,12,19897.876253544622,0.999985,0.01,0.995545,0.002804,0.523299
2005_9th_Bolometer_Shot057100-057199_Bolometer057112-001,ok,1ch_raw,786347,786,786.347,0.115631,0.0,0.115631,0.115631,7,19858.386285104236,0.999985,0.01,0.996512,0.002154,0.522898
2005_9th_Bolometer_Shot057100-057199_Bolometer057131-001,ok,1ch_raw,742698,742,742.698,0.099941,0.0,0.099941,0.099941,5,19907.806895760164,0.999985,0.01,0.995983,0.001039,0.523357
2005_9th_Bolometer_Shot057100-057199_Bolometer057150-001,ok,1ch_raw,767337,767,767.337,0.111671,0.0,0.111671,0.111671,10,20095.394803713112,0.999985,0.01,0.996376,0.001813,0.523814
2005_9th_Bolometer_Shot057100-057199_Bolometer057177-001,ok,1ch_raw,803990,803,803.99,0.105539,0.0,0.105539,0.105539,11,19891.515091616326,1.0,0.01,0.996272,0.001366,0.523442
2005_9th_Bolometer_Shot057200-057299_Bolometer057245-001,ok,1ch_raw,850406,850,850.406,0.098599,0.0,0.098599,0.098599,12,19989.678294438258,1.0,0.01,0.996424,0.000971,0.522998
2005_9th_Bolometer_Shot057200-057299_Bolometer057250-001,ok,1ch_raw,859691,859,859.691,0.124516,0.0,0.124516,0.124516,17,20066.89048832788,1.0,0.01,0.996934,0.003122,0.523121
2005_9th_Bolometer_Shot057300-057399_Bolometer057305-001,ok,1ch_raw,838143,838,838.143,0.141924,0.0,0.141924,0.141924,15,20699.15908219462,0.999985,0.01,0.996822,0.00601,0.523506
2005_9th_Bolometer_Shot057300-057399_Bolometer057349-001,ok,1ch_raw,845563,845,845.563,0.12714,0.0,0.12714,0.12714,15,20008.612803447395,0.999985,0.01,0.995867,0.00346,0.522965
2005_9th_Bolometer_Shot057400-057499_Bolometer057409-001,ok,1ch_raw,817278,817,817.278,0.125864,0.0,0.125864,0.125864,10,20050.34721789104,0.999985,0.01,0.996504,0.003295,0.523402
2005_9th_Bolometer_Shot057400-057499_Bolometer057447-001,ok,1ch_raw,761300,761,761.3,0.121868,0.0,0.121868,0.121868,10,19913.546642771573,1.0,0.01,0.996529,0.002804,0.523424
2005_9th_Bolometer_Shot057400-057499_Bolometer057448-001,ok,1ch_raw,786435,786,786.435,0.12222,0.0,0.12222,0.12222,9,19865.14190146446,0.999985,0.01,0.995964,0.002841,0.522915
2005_9th_Bolometer_Shot057400-057499_Bolometer057458-001,ok,1ch_raw,745150,745,745.15,0.072432,0.0,0.072432,0.072432,8,19980.744761683334,1.0,0.01,0.995831,0.000208,0.52384
2005_9th_Bolometer_Shot057400-057499_Bolometer057462-001,ok,1ch_raw,747979,747,747.979,0.065629,0.0,0.065629,0.065629,8,20018.40699411996,0.999985,0.01,0.996323,0.000127,0.523488
2005_9th_Bolometer_Shot057400-057499_Bolometer057471-001,ok,1ch_raw,769526,769,769.526,0.113306,0.0,0.113306,0.113306,5,20074.062897938722,1.0,0.01,0.995037,0.001947,0.523763
2005_9th_Bolometer_Shot057400-057499_Bolometer057472-001,ok,1ch_raw,768618,768,768.618,0.11963,0.0,0.11963,0.11963,7,19807.6103819533,0.999985,0.01,0.99641,0.002555,0.523303
2005_9th_Bolometer_Shot057500-057599_Bolometer057503-001,ok,1ch_raw,807823,807,807.823,0.127403,0.0,0.127403,0.127403,7,19782.544001144444,0.999939,0.01,0.995937,0.003501,0.523624
2005_9th_Bolometer_Shot057500-057599_Bolometer057552-001,ok,1ch_raw,784618,784,784.618,0.12513,0.0,0.12513,0.12513,8,19810.0910183617,0.999985,0.01,0.996926,0.0032,0.523225
2005_9th_Bolometer_Shot057500-057599_Bolometer057571-001,ok,1ch_raw,819078,819,819.078,0.121951,0.0,0.121951,0.121951,8,19787.981183580705,0.999985,0.01,0.995638,0.002808,0.522809
2005_9th_Bolometer_Shot057500-057599_Bolometer057591-001,ok,1ch_raw,805695,805,805.695,0.124846,0.0,0.124846,0.124846,11,19830.24573319161,0.999985,0.01,0.995907,0.003158,0.522654
2005_9th_Bolometer_Shot057600-057699_Bolometer057618-001,ok,1ch_raw,853083,853,853.083,0.098654,0.0,0.098654,0.098654,11,20006.949649056947,1.0,0.01,0.997179,0.000975,0.523296
2005_9th_Bolometer_Shot057600-057699_Bolometer057650-001,ok,1ch_raw,770405,770,770.405,0.10989,0.0,0.10989,0.10989,6,19944.479375406518,0.999985,0.01,0.996511,0.001672,0.523456
2005_9th_Bolometer_Shot057600-057699_Bolometer057663-001,ok,1ch_raw,780616,780,780.616,0.12116,0.0,0.12116,0.12116,9,20136.42545151346,0.999985,0.01,0.996135,0.002723,0.523559
2005_9th_Bolometer_Shot057600-057699_Bolometer057682-001,ok,1ch_raw,743795,743,743.795,0.108437,0.0,0.108437,0.108437,9,19981.977716977268,0.999985,0.01,0.996225,0.001565,0.523858
2005_9th_Bolometer_Shot057600-057699_Bolometer057696-001,ok,1ch_raw,813298,813,813.298,0.125392,0.0,0.125392,0.125392,11,20006.434816839406,1.0,0.01,0.995984,0.003235,0.523866
2005_9th_Bolometer_Shot057700-057799_Bolometer057706-001,ok,1ch_raw,811026,811,811.026,0.13055,0.0,0.13055,0.13055,11,19881.047599568767,0.999985,0.01,0.995706,0.003955,0.523785
2005_9th_Bolometer_Shot057700-057799_Bolometer057721-001,ok,1ch_raw,827314,827,827.314,0.122297,0.0,0.122297,0.122297,10,19892.48970462066,1.0,0.01,0.996721,0.002853,0.52305
2005_9th_Bolometer_Shot057700-057799_Bolometer057781-001,ok,1ch_raw,737843,737,737.843,0.075205,0.0,0.075205,0.075205,11,19941.497981393073,0.999985,0.01,0.996209,0.000251,0.523117
2005_9th_Bolometer_Shot057800-057899_Bolometer057813-001,ok,1ch_raw,786600,786,786.6,0.110208,0.0,0.110208,0.110208,13,19933.06040288485,0.999985,0.01,0.997347,0.001697,0.523345
2005_9th_Bolometer_Shot057800-057899_Bolometer057832-001,ok,1ch_raw,709391,709,709.391,0.082555,0.0,0.082555,0.082555,19,19783.917314606806,0.999985,0.01,0.995871,0.0004,0.524189
2005_9th_Bolometer_Shot057800-057899_Bolometer057850-001,ok,1ch_raw,774755,774,774.755,0.127627,0.0,0.127627,0.127627,12,19949.319320091476,0.999985,0.01,0.997692,0.003537,0.523411
2005_9th_Bolometer_Shot057800-057899_Bolometer057851-001,ok,1ch_raw,767624,767,767.624,0.114301,0.0,0.114301,0.114301,15,20296.745753301217,0.999985,0.01,0.996148,0.002035,0.523513
2005_9th_Bolometer_Shot057900-057999_Bolometer057912-001,ok,1ch_raw,867205,867,867.205,0.113741,0.0,0.113741,0.113741,11,19973.930569459684,1.0,0.01,0.997776,0.001986,0.522693
2005_9th_Bolometer_Shot057900-057999_Bolometer057926-001,ok,1ch_raw,869812,869,869.812,0.121823,0.0,0.121823,0.121823,16,20054.447761464187,1.0,0.01,0.996169,0.002796,0.523017
2005_9th_Bolometer_Shot057900-057999_Bolometer057945-001,ok,1ch_raw,836728,836,836.728,0.110596,0.0,0.110596,0.110596,15,19923.484770183753,1.0,0.01,0.995867,0.001725,0.523275
2005_9th_Bolometer_Shot057900-057999_Bolometer057953-001,ok,1ch_raw,867928,867,867.928,0.131566,0.0,0.131566,0.131566,12,19857.431966520115,0.999985,0.01,0.996974,0.004107,0.522566
2005_9th_Bolometer_Shot057900-057999_Bolometer057956-001,ok,1ch_raw,841743,841,841.743,0.121173,0.0,0.121173,0.121173,16,19994.932484449128,0.999985,0.01,0.99698,0.002723,0.52273
2005_9th_Bolometer_Shot057900-057999_Bolometer057971-001,ok,1ch_raw,820636,820,820.636,0.123051,0.0,0.123051,0.123051,10,19833.08884841451,0.999985,0.01,0.996551,0.00294,0.52294
2005_9th_Bolometer_Shot058000-058099_Bolometer058007-001,ok,1ch_raw,814048,814,814.048,0.121851,0.0,0.121851,0.121851,13,19940.043055639548,0.999969,0.01,0.997503,0.002803,0.523092
2005_9th_Bolometer_Shot058000-058099_Bolometer058022-001,ok,1ch_raw,821852,821,821.852,0.117434,0.0,0.117434,0.117434,10,19897.862803065058,0.999985,0.01,0.996892,0.002329,0.522994
2005_9th_Bolometer_Shot058000-058099_Bolometer058051-001,ok,1ch_raw,791313,791,791.313,0.082519,0.0,0.082519,0.082519,9,20073.092191129672,0.999969,0.01,0.996758,0.000399,0.523522
2005_9th_Bolometer_Shot058000-058099_Bolometer058085-001,ok,1ch_raw,848362,848,848.362,0.117088,0.0,0.117088,0.117088,15,19931.10449580833,1.0,0.01,0.997456,0.002296,0.523008
2005_9th_Bolometer_Shot058000-058099_Bolometer058090-001,ok,1ch_raw,859612,859,859.612,0.124176,0.0,0.124176,0.124176,13,19898.12093316228,1.0,0.01,0.995696,0.003076,0.523123
2005_9th_Bolometer_Shot058100-058199_Bolometer058110-001,ok,1ch_raw,869025,869,869.025,0.125887,0.0,0.125887,0.125887,12,20101.805760822557,1.0,0.01,0.996469,0.003293,0.522668
2005_9th_Bolometer_Shot058200-058299_Bolometer058235-001,ok,1ch_raw,950387,950,950.387,0.098233,0.0,0.098233,0.098233,7,19994.004623596546,0.999969,0.01,0.996469,0.000953,0.522946
2005_9th_Bolometer_Shot058200-058299_Bolometer058242-001,ok,1ch_raw,888367,888,888.367,0.127707,0.0,0.127707,0.127707,9,19946.81222090387,0.999985,0.01,0.996193,0.003537,0.522583
2005_9th_Bolometer_Shot058200-058299_Bolometer058252-001,ok,1ch_raw,920956,920,920.956,0.122333,0.0,0.122333,0.122333,7,19899.61707410168,1.0,0.01,0.996562,0.002855,0.522731
2005_9th_Bolometer_Shot058200-058299_Bolometer058256-001,ok,1ch_raw,808038,808,808.038,0.124172,0.0,0.124172,0.124172,9,19981.21376990835,0.999985,0.01,0.995612,0.003077,0.523379
2005_9th_Bolometer_Shot058200-058299_Bolometer058276-001,ok,1ch_raw,748646,748,748.646,0.136472,0.0,0.136472,0.136472,10,20007.47461877945,0.999985,0.01,0.996234,0.00494,0.523687
2005_9th_Bolometer_Shot058300-058399_Bolometer058318-001,ok,1ch_raw,799579,799,799.579,0.129368,0.0,0.129368,0.129368,10,19803.117620783247,1.0,0.01,0.996166,0.003781,0.523681
2005_9th_Bolometer_Shot058300-058399_Bolometer058383-001,ok,1ch_raw,793703,793,793.703,0.117067,0.0,0.117067,0.117067,15,19850.930723672154,0.999985,0.01,0.996249,0.002293,0.523396
2005_9th_Bolometer_Shot058300-058399_Bolometer058399-001,ok,1ch_raw,839574,839,839.574,0.118459,0.0,0.118459,0.118459,11,19993.33930840959,0.999985,0.01,0.997282,0.002435,0.52328
2005_9th_Bolometer_Shot058400-058499_Bolometer058489-001,ok,1ch_raw,751867,751,751.867,0.096509,0.0,0.096509,0.096509,16,19786.16636493275,0.999969,0.01,0.996095,0.000872,0.523112
2005_9th_Bolometer_Shot058500-058599_Bolometer058554-001,ok,1ch_raw,831474,831,831.474,0.11384,0.0,0.11384,0.11384,15,19963.406452855183,1.0,0.01,0.996052,0.001993,0.523213
2005_9th_Bolometer_Shot058500-058599_Bolometer058579-001,ok,1ch_raw,847471,847,847.471,0.123955,0.0,0.123955,0.123955,10,19838.235218354454,0.999985,0.01,0.996607,0.003048,0.522545
2005_9th_Bolometer_Shot058500-058599_Bolometer058596-001,ok,1ch_raw,811952,811,811.952,0.126061,0.0,0.126061,0.126061,7,19952.90542694532,0.999969,0.01,0.996278,0.003318,0.52306
2005_9th_Bolometer_Shot058600-058699_Bolometer058605-001,ok,1ch_raw,830349,830,830.349,0.126578,0.0,0.126578,0.126578,13,19876.65549036354,0.999985,0.01,0.997052,0.00339,0.523205
2005_9th_Bolometer_Shot058600-058699_Bolometer058619-001,ok,1ch_raw,834437,834,834.437,0.114684,0.0,0.114684,0.114684,13,20159.5707912588,0.999969,0.01,0.996104,0.002068,0.523351
2005_9th_Bolometer_Shot058600-058699_Bolometer058631-001,ok,1ch_raw,843053,843,843.053,0.12241,0.0,0.12241,0.12241,9,19973.804369768295,0.999985,0.01,0.996707,0.002866,0.523069
2005_9th_Bolometer_Shot058600-058699_Bolometer058634-001,ok,1ch_raw,830176,830,830.176,0.129096,0.0,0.129096,0.129096,13,19918.748132304678,1.0,0.01,0.995807,0.003737,0.523218
2005_9th_Bolometer_Shot058600-058699_Bolometer058643-001,ok,1ch_raw,820704,820,820.704,0.124402,0.0,0.124402,0.124402,19,19910.187073708374,0.999985,0.01,0.995641,0.003105,0.523293
2005_9th_Bolometer_Shot058600-058699_Bolometer058654-001,ok,1ch_raw,795919,795,795.919,0.091442,0.0,0.091442,0.091442,19,19952.072440209085,1.0,0.01,0.997194,0.000667,0.523213
2005_9th_Bolometer_Shot058600-058699_Bolometer058672-001,ok,1ch_raw,794740,794,794.74,0.123557,0.0,0.123557,0.123557,16,19893.71643761919,0.999985,0.01,0.996588,0.003002,0.523073
2005_9th_Bolometer_Shot058700-058799_Bolometer058722-001,ok,1ch_raw,805518,805,805.518,0.110401,0.0,0.110401,0.110401,9,19880.114117807676,0.999969,0.01,0.996652,0.001709,0.522899
2005_9th_Bolometer_Shot058700-058799_Bolometer058764-001,ok,1ch_raw,708241,708,708.241,0.111855,0.0,0.111855,0.111855,11,19799.70571413939,0.999985,0.01,0.996441,0.001828,0.523983
2005_9th_Bolometer_Shot058700-058799_Bolometer058771-001,ok,1ch_raw,796577,796,796.577,0.123246,0.0,0.123246,0.123246,10,19948.203387608395,1.0,0.01,0.995916,0.002965,0.523502
2005_9th_Bolometer_Shot058800-058899_Bolometer058844-001,ok,1ch_raw,808769,808,808.769,0.129467,0.0,0.129467,0.129467,8,20043.65724128648,0.999985,0.01,0.996081,0.003792,0.523314
2005_9th_Bolometer_Shot058800-058899_Bolometer058849-001,ok,1ch_raw,756977,756,756.977,0.115156,0.0,0.115156,0.115156,6,19898.189952717785,1.0,0.01,0.99698,0.002114,0.523457
2005_9th_Bolometer_Shot058800-058899_Bolometer058868-001,ok,1ch_raw,794917,794,794.917,0.131728,0.0,0.131728,0.131728,8,19939.160814065144,0.999985,0.01,0.996585,0.004138,0.523359
2005_9th_Bolometer_Shot058800-058899_Bolometer058876-001,ok,1ch_raw,774730,774,774.73,0.119699,0.0,0.119699,0.119699,9,19850.3792614809,0.999985,0.01,0.996108,0.002562,0.523383
2005_9th_Bolometer_Shot058800-058899_Bolometer058883-001,ok,1ch_raw,785850,785,785.85,0.124548,0.0,0.124548,0.124548,12,20015.020106038264,0.999985,0.01,0.995905,0.003125,0.523534
2005_9th_Bolometer_Shot058900-058999_Bolometer058905-001,ok,1ch_raw,780382,780,780.382,0.104544,0.0,0.104544,0.104544,13,19969.111145829975,0.999985,0.01,0.996533,0.001303,0.523588
2005_9th_Bolometer_Shot058900-058999_Bolometer058949-001,ok,1ch_raw,775432,775,775.432,0.117689,0.0,0.117689,0.117689,9,19937.47698154799,1.0,0.01,0.995552,0.002355,0.523807
2005_9th_Bolometer_Shot058900-058999_Bolometer058961-001,ok,1ch_raw,755662,755,755.662,0.124904,0.0,0.124904,0.124904,12,19922.923467548004,1.0,0.01,0.996044,0.003172,0.523765
2005_9th_Bolometer_Shot058900-058999_Bolometer058973-001,ok,1ch_raw,763811,763,763.811,0.124206,0.0,0.124206,0.124206,11,20072.03403377934,1.0,0.01,0.996585,0.003083,0.523289
2005_9th_Bolometer_Shot058900-058999_Bolometer058988-001,ok,1ch_raw,740033,740,740.033,0.113203,0.0,0.113203,0.113203,7,19976.625941074133,0.999985,0.01,0.996161,0.00194,0.523895
2005_9th_Bolometer_Shot059000-059099_Bolometer059002-001,ok,1ch_raw,766964,766,766.964,0.106179,0.0,0.106179,0.106179,8,19872.757514561083,0.999954,0.01,0.995687,0.001408,0.523962
2005_9th_Bolometer_Shot059000-059099_Bolometer059057-001,ok,1ch_raw,775050,775,775.05,0.108037,0.0,0.108037,0.108037,8,19840.042851727918,0.999939,0.01,0.996074,0.001535,0.523662
2005_9th_Bolometer_Shot059000-059099_Bolometer059075-001,ok,1ch_raw,810157,810,810.157,0.12578,0.0,0.12578,0.12578,10,19951.98997884231,0.999969,0.01,0.997793,0.003286,0.523008
2005_9th_Bolometer_Shot059100-059199_Bolometer059116-001,ok,1ch_raw,793613,793,793.613,0.126743,0.0,0.126743,0.126743,13,19780.636610513728,0.999985,0.01,0.996587,0.003412,0.523435
2005_9th_Bolometer_Shot059100-059199_Bolometer059138-001,ok,1ch_raw,749576,749,749.576,0.103175,0.0,0.103175,0.103175,10,19962.345410376907,0.999954,0.01,0.995367,0.001218,0.523324
2005_9th_Bolometer_Shot059100-059199_Bolometer059141-001,ok,1ch_raw,811894,811,811.894,0.127926,0.0,0.127926,0.127926,8,19853.761923014892,0.999985,0.01,0.996236,0.003574,0.52361
2005_9th_Bolometer_Shot059100-059199_Bolometer059173-001,ok,1ch_raw,808202,808,808.202,0.128447,0.0,0.128447,0.128447,13,20031.38849104173,0.999985,0.01,0.996788,0.00365,0.523653
2005_9th_Bolometer_Shot059200-059299_Bolometer059205-001,ok,1ch_raw,704640,704,704.64,0.101847,0.0,0.101847,0.101847,16,19783.618539220548,0.999985,0.01,0.997527,0.001147,0.524503
2005_9th_Bolometer_Shot059200-059299_Bolometer059221-001,ok,1ch_raw,720592,720,720.592,0.0586,0.0,0.0586,0.0586,13,19921.40875598661,0.999985,0.01,0.996645,7.2e-05,0.523921
2005_9th_Bolometer_Shot059200-059299_Bolometer059224-001,ok,1ch_raw,730418,730,730.418,0.078611,0.0,0.078611,0.078611,14,19864.31081562386,0.999985,0.01,0.996157,0.000314,0.524197
2005_9th_Bolometer_Shot059200-059299_Bolometer059237-001,ok,1ch_raw,830186,830,830.186,0.129654,0.0,0.129654,0.129654,13,20181.5571381025,0.999985,0.01,0.9969,0.003824,0.523545
2005_9th_Bolometer_Shot059200-059299_Bolometer059259-001,ok,1ch_raw,785482,785,785.482,0.117699,0.0,0.117699,0.117699,8,20020.429830331217,0.999985,0.01,0.997643,0.002359,0.523433
2005_9th_Bolometer_Shot059300-059399_Bolometer059316-001,ok,1ch_raw,787864,787,787.864,0.119408,0.0,0.119408,0.119408,12,19901.018783337677,0.999985,0.01,0.996887,0.002535,0.523687
2005_9th_Bolometer_Shot059300-059399_Bolometer059329-001,ok,1ch_raw,819909,819,819.909,0.114473,0.0,0.114473,0.114473,13,19943.1189624568,1.0,0.01,0.997295,0.002051,0.523204
2005_9th_Bolometer_Shot059300-059399_Bolometer059350-001,ok,1ch_raw,728626,728,728.626,0.10523,0.0,0.10523,0.10523,15,19934.8376320567,0.999985,0.01,0.996537,0.001348,0.524062
2005_9th_Bolometer_Shot059300-059399_Bolometer059357-001,ok,1ch_raw,811072,811,811.072,0.106193,0.0,0.106193,0.106193,12,19903.763642924394,1.0,0.01,0.996838,0.001408,0.522938
2005_9th_Bolometer_Shot059300-059399_Bolometer059360-001,ok,1ch_raw,807633,807,807.633,0.123195,0.0,0.123195,0.123195,5,19758.628141670568,1.0,0.01,0.99617,0.002958,0.523193
2005_9th_Bolometer_Shot059300-059399_Bolometer059379-001,ok,1ch_raw,832217,832,832.217,0.11788,0.0,0.11788,0.11788,14,19989.765330493603,1.0,0.01,0.995289,0.002371,0.523231
2005_9th_Bolometer_Shot059300-059399_Bolometer059389-001,ok,1ch_raw,825271,825,825.271,0.119347,0.0,0.119347,0.119347,9,20080.274042754598,1.0,0.01,0.996133,0.002524,0.523208
2005_9th_Bolometer_Shot059400-059499_Bolometer059424-001,ok,1ch_raw,828654,828,828.654,0.132578,0.0,0.132578,0.132578,11,20126.14156132643,0.999985,0.01,0.996017,0.00427,0.523258
2005_9th_Bolometer_Shot059400-059499_Bolometer059494-001,ok,1ch_raw,775739,775,775.739,0.102017,0.0,0.102017,0.102017,10,20031.30587875878,0.999985,0.01,0.996843,0.001152,0.523122
2005_9th_Bolometer_Shot059500-059599_Bolometer059527-001,ok,1ch_raw,775299,775,775.299,0.125813,0.0,0.125813,0.125813,11,19839.60708616741,0.999985,0.01,0.99552,0.003286,0.523624
2005_9th_Bolometer_Shot059500-059599_Bolometer059585-001,ok,1ch_raw,726562,726,726.562,0.099134,0.0,0.099134,0.099134,8,19781.783392960202,1.0,0.01,0.996677,0.000999,0.523552
2005_9th_Bolometer_Shot059600-059699_Bolometer059605-001,ok,1ch_raw,715950,715,715.95,0.091804,0.0,0.091804,0.091804,14,20077.773363890505,1.0,0.01,0.997392,0.000682,0.523976
2005_9th_Bolometer_Shot059600-059699_Bolometer059613-001,ok,1ch_raw,826576,826,826.576,0.111036,0.0,0.111036,0.111036,9,20086.224390179355,0.999985,0.01,0.996682,0.00176,0.523203
